,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
26445,28,5,295163,9,8,5,12,3,1,0,0,0,40,28, <=50K
26446,21,5,27255,1,10,0,2,5,1,0,0,0,40,36, <=50K
26447,23,5,69847,4,13,0,14,5,3,1,0,0,20,28, <=50K
26448,25,5,104993,5,5,0,9,5,4,0,2907,0,40,28, <=50K
26449,41,5,322980,15,9,2,2,3,4,0,2354,0,40,28, <=50K
26450,24,3,390608,15,9,0,10,3,1,1,0,0,36,28, <=50K
26451,41,5,317539,1,10,1,13,1,4,0,0,0,40,28, <=50K
26452,27,5,195678,4,13,1,14,1,1,0,0,0,40,28, <=50K
26453,54,5,466502,0,4,4,5,0,1,0,0,0,30,28, <=50K
26454,28,6,220754,15,9,2,11,5,1,1,0,0,25,28, <=50K
26455,29,5,202878,0,4,1,12,1,1,0,0,2042,40,28, <=50K
26456,36,5,343476,15,9,5,13,3,1,0,0,0,30,28, <=50K
26457,41,0,93227,4,13,1,8,1,3,0,0,1977,60,5, >50K
26458,60,1,38622,1,10,1,8,1,1,0,0,0,40,28, <=50K
26459,34,4,173730,11,14,1,8,1,1,0,0,0,38,28, <=50K
26460,32,5,178623,15,9,0,5,3,4,1,0,0,40,36, <=50K
26461,27,5,300783,1,10,1,0,2,1,1,0,0,42,28, >50K
26462,60,5,224644,13,6,1,0,1,1,0,0,0,40,28, <=50K
26463,39,5,191502,6,11,1,13,1,1,0,0,0,40,28, <=50K
26464,59,5,61885,9,8,5,11,4,4,0,0,0,35,28, <=50K
26465,34,1,213887,7,16,1,14,1,1,0,0,0,32,31, >50K
26466,36,5,331395,6,11,1,8,1,1,0,0,0,40,28, <=50K
26467,54,5,145098,1,10,1,0,1,1,0,0,0,40,28, >50K
26468,48,5,123075,6,11,1,7,1,1,0,0,0,40,28, >50K
26469,19,5,216804,0,4,0,5,5,1,0,0,0,33,28, <=50K
26470,40,5,188291,10,15,1,14,1,1,0,0,0,40,28, >50K
26471,25,5,33610,15,9,0,9,3,1,0,0,0,45,28, <=50K
26472,39,5,234901,2,12,2,2,0,1,0,0,0,40,28, <=50K
26473,34,1,349148,1,10,1,13,1,1,0,0,0,40,28, <=50K
26474,30,5,168443,15,9,2,5,0,1,1,0,0,30,28, <=50K
26475,43,5,211860,15,9,0,5,0,4,1,0,0,24,28, <=50K
26476,35,5,193961,4,13,1,14,1,3,0,0,0,40,38, >50K
26477,36,6,52532,7,16,1,14,1,1,0,0,1887,50,28, >50K
26478,59,1,75804,15,9,1,12,1,1,0,0,0,65,28, >50K
26479,33,1,176185,15,9,1,13,1,1,0,0,0,40,28, <=50K
26480,22,5,306779,1,10,0,9,5,1,0,0,0,50,28, <=50K
26481,48,5,265192,15,9,1,13,1,1,0,0,0,45,28, <=50K
26482,54,5,139347,15,9,4,2,0,1,1,0,0,40,28, <=50K
26483,49,5,107682,1,10,5,2,3,1,1,0,0,38,28, <=50K
26484,37,5,34173,4,13,0,7,3,1,1,0,0,40,28, <=50K
26485,45,5,128378,15,9,1,3,1,4,0,0,0,40,28, <=50K
26486,51,0,195638,1,10,2,0,3,1,1,0,0,40,28, <=50K
26487,46,5,59287,1,10,1,13,1,1,0,0,0,40,28, <=50K
26488,31,1,162442,4,13,1,8,2,1,1,0,0,40,28, >50K
26489,29,3,350603,13,6,0,10,5,1,1,0,0,38,28, <=50K
26490,39,5,344743,1,10,1,2,5,4,1,0,0,50,28, >50K
26491,35,5,112077,15,9,1,9,1,1,0,5013,0,40,28, <=50K
26492,26,5,176795,4,13,0,2,5,1,1,0,0,40,28, >50K
26493,51,5,137815,1,10,1,2,1,1,0,7298,0,40,28, >50K
26494,31,5,309620,11,14,1,14,1,3,0,0,0,6,30, <=50K
26495,39,5,336880,15,9,1,3,1,1,0,0,0,40,28, >50K
26496,26,5,206600,12,7,0,5,4,1,0,0,0,30,27, <=50K
26497,25,5,193051,4,13,1,7,1,1,0,0,0,35,28, <=50K
26498,61,8,229062,1,10,1,2,1,1,0,0,1887,40,28, >50K
26499,49,5,62793,15,9,5,0,5,1,1,0,0,40,28, <=50K
26500,53,5,264939,4,13,0,14,3,1,1,0,0,45,27, <=50K
26501,52,5,370552,14,1,1,3,1,1,0,0,0,40,29, <=50K
26502,52,5,163678,15,9,1,11,1,1,0,0,0,55,28, <=50K
26503,74,3,89667,4,13,4,10,3,2,1,0,0,35,28, <=50K
26504,50,5,558490,15,9,5,2,3,4,0,0,0,40,28, <=50K
26505,29,5,124680,4,13,0,0,3,1,1,13550,0,35,28, >50K
26506,76,5,208843,0,4,4,1,3,1,0,0,0,30,28, <=50K
26507,19,5,95078,15,9,0,2,5,1,1,0,0,15,28, <=50K
26508,25,5,169679,15,9,1,11,1,1,0,0,0,40,28, <=50K
26509,45,5,101320,15,9,5,2,0,1,1,0,0,40,28, <=50K
26510,34,5,168906,2,12,5,2,5,1,1,0,0,35,28, <=50K
26511,20,5,212582,1,10,0,5,5,1,1,0,0,16,28, <=50K
26512,66,3,170617,11,14,4,10,3,1,0,0,0,6,28, <=50K
26513,63,3,170529,4,13,1,10,2,4,1,0,0,45,28, <=50K
26514,27,5,99897,1,10,1,7,1,1,0,0,0,40,28, <=50K
26515,41,5,104892,1,10,1,2,1,1,0,2829,0,40,28, <=50K
26516,43,5,175224,15,9,1,5,1,1,0,0,0,60,25, <=50K
26517,23,5,149704,15,9,0,2,5,1,1,0,0,40,28, <=50K
26518,37,8,214542,1,10,5,2,0,4,1,0,0,40,28, <=50K
26519,31,5,167319,4,13,1,8,1,1,0,0,0,40,28, <=50K
26520,33,4,43716,1,10,1,13,1,1,0,0,0,4,28, <=50K
26521,28,5,191935,2,12,0,0,5,1,0,0,0,20,28, <=50K
26522,70,3,158642,15,9,4,10,3,1,1,2993,0,20,28, <=50K
26523,35,5,338611,1,10,5,2,0,1,1,0,0,40,28, <=50K
26524,41,5,136419,2,12,1,7,1,1,0,0,0,75,28, >50K
26525,17,5,72321,12,7,0,5,4,1,1,0,0,12,28, <=50K
26526,41,6,189956,4,13,1,14,2,4,1,0,0,40,28, >50K
26527,44,5,403782,6,11,5,0,3,1,0,0,0,45,28, <=50K
26528,47,5,456661,0,4,1,13,1,1,0,0,0,40,27, <=50K
26529,24,5,279041,15,9,0,9,5,4,0,0,0,40,28, <=50K
26530,38,1,65716,6,11,5,5,0,1,1,0,0,40,28, <=50K
26531,34,5,189809,1,10,1,8,1,4,0,0,0,52,11, <=50K
26532,62,6,223637,15,9,5,5,3,4,1,0,0,35,28, <=50K
26533,27,6,199343,15,9,1,2,1,1,0,0,0,38,28, <=50K
26534,59,5,139344,1,10,1,2,2,1,1,0,0,40,28, >50K
26535,35,5,119098,11,14,1,8,1,1,0,0,0,40,28, <=50K
26536,38,5,195025,15,9,2,5,0,4,1,0,0,32,28, <=50K
26537,28,5,186720,1,10,0,5,5,1,1,0,0,50,28, <=50K
26538,28,5,328923,15,9,0,2,4,1,1,0,0,38,28, <=50K
26539,59,4,159472,5,5,1,11,1,1,0,0,0,40,28, <=50K
26540,42,5,138662,1,10,2,2,5,1,1,0,0,40,28, <=50K
26541,54,6,286342,11,14,0,14,3,1,1,0,0,32,28, >50K
26542,39,5,181705,15,9,1,14,1,1,0,0,0,45,28, <=50K
26543,41,5,193882,4,13,1,12,1,1,0,0,0,40,28, <=50K
26544,43,5,216497,4,13,5,2,0,1,1,0,0,40,0, <=50K
26545,32,0,124919,4,13,1,5,1,3,0,0,0,50,41, >50K
26546,62,5,109463,1,10,2,0,0,1,1,0,1617,33,28, <=50K
26547,58,5,256274,15,9,5,2,3,1,1,0,0,40,28, <=50K
26548,43,5,326379,15,9,5,13,3,1,0,0,0,40,28, <=50K
26549,67,3,174995,1,10,1,10,1,1,0,0,2457,40,28, <=50K
26550,31,5,243142,15,9,5,3,0,1,1,0,0,40,28, <=50K
26551,51,6,155118,11,14,1,14,2,1,1,0,0,70,28, >50K
26552,54,5,189607,4,13,0,5,5,4,1,0,0,36,28, <=50K
26553,20,5,39478,1,10,0,3,3,1,0,0,0,70,28, <=50K
26554,35,5,206951,1,10,1,0,1,1,0,0,0,40,28, >50K
26555,22,5,127647,15,9,0,5,5,1,1,0,0,36,28, <=50K
26556,38,5,234298,4,13,5,8,3,1,0,6849,0,60,28, <=50K
26557,42,5,182302,15,9,1,8,1,1,0,0,0,40,28, <=50K
26558,44,4,166597,11,14,1,2,1,1,0,0,0,40,28, >50K
26559,28,1,33363,15,9,1,12,1,1,0,0,0,70,28, >50K
26560,74,0,167537,1,10,1,8,1,1,0,0,0,35,28, >50K
26561,34,5,179378,15,9,1,8,2,4,1,0,0,40,28, <=50K
26562,50,4,297551,15,9,1,14,1,1,0,0,0,52,28, <=50K
26563,50,5,198362,6,11,4,8,0,1,1,0,0,40,28, <=50K
26564,43,5,240504,15,9,1,9,1,1,0,0,0,40,28, <=50K
26565,29,1,169662,15,9,1,13,1,1,0,0,0,40,28, <=50K
26566,30,3,164940,15,9,2,10,0,4,1,0,0,25,28, <=50K
26567,61,5,210488,15,9,1,8,1,1,0,0,0,50,28, >50K
26568,21,5,154835,1,10,0,2,5,3,1,0,0,40,18, <=50K
26569,27,5,333296,4,13,0,5,3,1,0,0,0,30,36, <=50K
26570,47,5,192793,7,16,1,14,1,1,0,0,0,40,41, >50K
26571,39,5,49436,2,12,5,14,0,1,1,0,1380,40,28, <=50K
26572,33,5,136331,15,9,1,13,1,1,0,0,0,40,28, <=50K
26573,22,5,509048,15,9,0,0,4,4,1,0,0,37,28, <=50K
26574,38,5,318610,1,10,5,2,0,4,1,0,0,40,28, <=50K
26575,45,5,104521,1,10,1,13,1,1,0,0,0,40,28, <=50K
26576,42,5,247695,15,9,1,3,1,1,0,0,0,45,28, >50K
26577,35,5,219546,1,10,0,13,3,1,0,0,0,45,0, <=50K
26578,21,5,169699,15,9,0,2,3,1,1,0,0,40,28, <=50K
26579,49,4,131302,6,11,5,2,3,4,1,0,0,44,28, <=50K
26580,50,5,171852,4,13,2,14,5,2,1,0,0,40,28, <=50K
26581,36,4,340091,7,16,1,14,2,1,1,0,0,36,28, >50K
26582,20,5,204641,15,9,0,2,5,1,0,0,0,20,28, <=50K
26583,49,5,213431,15,9,2,14,0,4,1,0,0,40,28, <=50K
26584,40,4,377018,4,13,1,14,1,1,0,0,0,60,28, >50K
26585,22,5,184543,1,10,5,2,0,1,1,0,0,40,28, <=50K
26586,60,3,188236,15,9,5,10,3,1,1,0,0,40,28, <=50K
26587,67,5,233022,12,7,4,2,0,1,1,0,0,20,28, <=50K
26588,21,5,177420,1,10,0,2,3,2,1,0,0,40,28, <=50K
26589,60,1,21101,15,9,1,12,1,0,0,0,0,50,28, <=50K
26590,17,5,52486,12,7,0,5,5,1,1,0,0,12,28, <=50K
26591,43,5,183273,11,14,1,8,2,1,1,15024,0,32,28, >50K
26592,49,4,36177,4,13,1,8,1,1,0,0,0,45,28, >50K
26593,41,5,124956,4,13,2,14,3,4,1,99999,0,60,28, >50K
26594,38,5,102350,1,10,5,13,0,1,0,0,0,40,28, <=50K
26595,38,5,165930,15,9,1,13,1,1,0,0,0,40,28, <=50K
26596,35,5,297574,2,12,1,8,1,1,0,0,0,99,28, >50K
26597,40,5,120277,1,10,0,0,3,1,0,0,0,40,28, <=50K
26598,23,3,87569,1,10,2,10,3,1,1,0,0,40,28, <=50K
26599,19,3,278220,1,10,0,10,5,1,1,0,1602,40,28, <=50K
26600,40,5,155972,15,9,1,11,1,1,0,0,0,60,28, >50K
26601,46,4,162852,15,9,5,2,0,1,1,0,0,40,28, <=50K
26602,25,5,64860,1,10,3,2,0,1,1,0,0,22,28, <=50K
26603,36,5,226013,15,9,1,3,1,4,0,5178,0,40,28, >50K
26604,24,5,322674,2,12,0,9,3,1,0,0,0,48,28, <=50K
26605,62,5,202242,15,9,1,3,1,1,0,0,0,48,28, <=50K
26606,54,5,175262,14,1,1,13,1,3,0,0,0,40,4, <=50K
26607,23,5,201682,4,13,1,2,4,1,1,0,0,40,28, <=50K
26608,60,5,166330,15,9,1,2,2,1,1,0,0,40,28, <=50K
26609,18,0,147612,15,9,0,12,5,1,1,0,0,8,28, <=50K
26610,41,6,213154,1,10,1,2,2,4,1,0,0,40,28, <=50K
26611,45,6,33798,11,14,0,14,3,1,1,0,0,40,28, <=50K
26612,62,4,199198,6,11,4,8,0,4,1,0,0,40,28, <=50K
26613,28,5,90915,4,13,3,7,0,4,1,0,0,40,28, <=50K
26614,36,0,337778,1,10,1,8,1,1,0,0,0,60,20, >50K
26615,31,5,187203,15,9,0,0,4,1,0,0,0,40,28, <=50K
26616,44,5,261497,15,9,1,9,1,4,0,0,0,40,36, <=50K
26617,33,1,361817,15,9,2,13,0,1,0,0,0,50,28, <=50K
26618,62,1,226546,10,15,1,14,1,1,0,0,0,16,28, <=50K
26619,27,5,100168,0,4,1,5,2,1,1,0,0,40,28, <=50K
26620,42,8,272625,6,11,5,2,0,4,1,0,0,40,28, >50K
26621,55,5,254516,5,5,0,9,4,4,0,0,0,37,28, <=50K
26622,41,5,207375,15,9,0,0,3,1,1,0,0,50,28, <=50K
26623,26,5,39092,1,10,1,8,1,1,0,4064,0,50,28, <=50K
26624,45,5,48271,1,10,1,2,2,1,1,0,0,40,28, >50K
26625,67,1,152102,15,9,4,12,3,1,0,0,0,65,28, <=50K
26626,25,5,234665,6,11,1,13,1,1,0,0,0,45,28, <=50K
26627,30,0,127651,15,9,1,13,1,1,0,0,1887,48,28, >50K
26628,22,5,180060,4,13,0,8,0,1,0,0,0,40,28, <=50K
26629,19,5,32477,1,10,0,5,5,1,0,0,0,20,28, <=50K
26630,26,5,137658,4,13,0,8,3,1,1,0,0,45,28, <=50K
26631,61,5,228287,15,9,1,13,1,1,0,0,0,50,28, <=50K
26632,32,5,159442,10,15,0,0,3,1,1,13550,0,50,28, >50K
26633,43,5,33310,15,9,5,2,3,1,1,0,0,40,28, <=50K
26634,53,5,270546,15,9,5,6,3,1,1,0,0,20,28, <=50K
26635,53,8,290290,1,10,5,2,3,1,0,0,0,45,28, <=50K
26636,42,0,287037,9,8,5,13,3,1,0,0,0,10,28, <=50K
26637,36,5,128516,15,9,1,2,2,1,1,0,0,40,28, >50K
26638,55,1,185195,4,13,1,8,1,1,0,0,0,99,28, <=50K
26639,35,8,49657,4,13,1,14,1,1,0,7298,0,40,28, >50K
26640,17,5,98005,12,7,0,0,5,1,1,0,0,16,28, <=50K
26641,55,1,283635,10,15,5,14,3,1,1,0,0,35,28, <=50K
26642,36,5,98360,15,9,1,8,1,1,0,0,0,40,28, <=50K
26643,40,6,202872,11,14,1,14,2,1,1,0,0,40,28, >50K
26644,54,1,118365,13,6,5,5,3,4,1,0,0,10,28, <=50K
26645,45,1,184285,4,13,5,14,3,1,0,0,0,45,28, <=50K
26646,48,5,345831,1,10,1,7,1,1,0,0,0,40,28, >50K
26647,40,6,99679,10,15,0,8,3,1,0,0,0,60,28, >50K
26648,31,5,253354,4,13,1,14,1,1,0,0,0,50,28, <=50K
26649,26,5,190650,4,13,0,2,5,3,0,0,0,40,5, <=50K
26650,34,5,287737,1,10,1,8,2,1,1,0,1485,40,28, >50K
26651,19,5,204389,15,9,0,2,5,2,1,0,0,25,21, <=50K
26652,31,8,294870,2,12,1,13,1,1,0,0,0,40,28, <=50K
26653,34,5,159442,15,9,0,14,3,1,1,0,0,30,28, <=50K
26654,55,6,161662,11,14,1,8,1,1,0,0,0,55,28, >50K
26655,38,5,52738,1,10,1,13,1,1,0,0,0,40,28, <=50K
26656,21,5,252024,15,9,0,9,4,1,0,0,0,20,27, <=50K
26657,27,5,189702,0,4,1,13,1,1,0,0,0,40,28, <=50K
26658,35,5,407913,15,9,2,5,3,4,0,0,0,40,28, <=50K
26659,20,5,166527,1,10,0,2,5,2,1,0,0,20,28, <=50K
26660,24,1,34918,6,11,0,5,0,1,1,0,0,38,28, <=50K
26661,27,5,142712,11,14,0,7,3,1,0,0,0,40,36, <=50K
26662,18,8,201686,12,7,0,3,5,1,0,0,0,4,28, <=50K
26663,28,6,179759,1,10,3,2,0,1,1,0,0,40,28, <=50K
26664,36,5,94954,15,9,5,11,3,1,1,0,0,40,28, <=50K
26665,66,5,350498,1,10,1,11,1,1,0,0,1258,20,28, <=50K
26666,19,5,201743,1,10,0,5,5,1,1,0,0,15,28, <=50K
26667,59,1,119344,13,6,1,8,2,1,1,0,0,36,28, <=50K
26668,33,5,149726,15,9,1,11,1,1,0,0,0,46,28, <=50K
26669,28,5,419146,0,4,2,9,3,1,0,0,0,40,27, <=50K
26670,34,5,174789,4,13,0,5,3,1,0,0,2001,40,28, <=50K
26671,41,5,171234,1,10,5,2,3,1,1,0,0,55,28, <=50K
26672,30,5,206325,12,7,1,13,1,1,0,0,0,45,28, <=50K
26673,59,5,202682,15,9,1,13,1,1,0,0,0,40,28, <=50K
26674,42,5,121055,4,13,1,0,1,1,0,0,0,60,28, <=50K
26675,47,5,160187,15,9,2,14,4,4,1,14084,0,38,28, >50K
26676,29,5,84366,13,6,3,2,0,1,1,0,0,40,27, <=50K
26677,60,5,139391,1,10,3,3,3,1,0,0,0,50,28, >50K
26678,53,6,124094,15,9,1,13,1,1,0,5013,0,35,28, <=50K
26679,41,5,30759,0,4,1,8,1,1,0,0,0,60,28, <=50K
26680,32,5,137875,1,10,5,0,0,1,1,0,0,30,28, <=50K
26681,73,3,139049,15,9,4,10,3,1,1,0,0,22,28, >50K
26682,20,5,238384,15,9,0,0,3,1,1,0,0,30,28, <=50K
26683,49,5,340755,11,14,1,0,1,1,0,0,0,40,28, >50K
26684,36,6,224947,4,13,0,14,0,1,0,0,0,40,28, <=50K
26685,33,4,111994,1,10,5,2,0,1,1,0,0,45,28, <=50K
26686,25,5,125491,1,10,0,5,3,3,1,0,0,34,28, <=50K
26687,34,3,310525,15,9,1,10,1,4,0,0,0,10,28, <=50K
26688,19,3,71592,1,10,0,10,5,3,1,0,0,40,28, <=50K
26689,40,6,99185,2,12,1,1,1,1,0,0,0,40,28, <=50K
26690,48,5,249935,15,9,1,11,1,1,0,0,0,44,28, <=50K
26691,51,5,206775,1,10,1,9,1,1,0,0,0,50,28, <=50K
26692,22,5,230704,2,12,0,9,5,4,0,0,0,20,11, <=50K
26693,34,5,242361,1,10,1,14,1,4,0,0,0,50,28, <=50K
26694,22,5,134746,13,6,1,0,2,1,1,0,0,40,28, <=50K
26695,34,0,198613,15,9,1,8,1,1,0,0,2002,40,28, <=50K
26696,56,5,174040,15,9,5,5,3,1,0,0,0,40,28, <=50K
26697,49,5,165953,15,9,1,3,1,1,0,0,1902,40,28, <=50K
26698,36,5,273604,4,13,0,5,3,1,1,0,0,40,28, <=50K
26699,18,5,192409,1,10,0,0,5,1,1,0,0,20,28, <=50K
26700,26,1,102476,15,9,0,13,5,1,0,0,0,50,28, <=50K
26701,48,5,234504,15,9,1,8,1,1,0,0,0,50,28, <=50K
26702,35,1,468713,15,9,1,8,1,1,0,0,0,40,28, <=50K
26703,29,5,84560,15,9,0,9,5,1,0,0,0,40,28, <=50K
26704,47,5,148995,15,9,1,13,1,1,0,0,0,40,28, >50K
26705,21,5,34816,6,11,1,2,2,1,1,0,0,12,28, <=50K
26706,28,5,211184,1,10,0,0,3,1,1,0,0,50,28, <=50K
26707,53,5,33304,1,10,1,11,1,1,0,0,0,40,28, >50K
26708,65,8,179985,15,9,5,2,3,1,1,0,0,40,28, <=50K
26709,26,5,219815,1,10,3,2,0,1,1,0,0,40,28, <=50K
26710,50,5,134766,4,13,1,8,1,1,0,0,1902,50,28, >50K
26711,26,5,106548,15,9,1,13,1,1,0,0,0,50,28, <=50K
26712,70,5,89787,15,9,1,14,1,1,0,0,0,20,28, <=50K
26713,55,5,164857,1,10,5,3,5,1,0,0,0,40,28, <=50K
26714,27,8,257124,4,13,0,11,4,1,0,0,0,35,28, <=50K
26715,31,5,227446,1,10,1,8,1,1,0,0,0,40,1, >50K
26716,43,5,125461,4,13,1,0,1,1,0,0,1902,55,28, >50K
26717,24,5,189749,12,7,1,13,1,1,0,0,0,40,28, <=50K
26718,22,5,176321,0,4,0,5,0,1,1,0,0,40,27, <=50K
26719,26,5,284250,15,9,0,13,0,4,1,0,0,40,28, <=50K
26720,23,5,101885,13,6,0,13,3,1,1,0,0,40,28, <=50K
26721,41,1,134130,15,9,1,12,1,1,0,0,0,60,28, <=50K
26722,52,5,260938,11,14,1,0,1,1,0,0,0,40,28, <=50K
26723,41,1,238184,15,9,1,12,2,1,1,0,0,40,28, <=50K
26724,59,1,148626,13,6,1,12,1,1,0,0,0,40,28, <=50K
26725,56,1,48102,1,10,1,8,2,1,1,0,1977,50,28, >50K
26726,58,5,234213,15,9,5,13,3,1,0,14344,0,48,28, >50K
26727,65,5,113323,4,13,1,8,1,1,0,0,0,40,28, >50K
26728,24,6,34246,4,13,0,14,3,3,0,0,0,40,28, <=50K
26729,51,5,175070,2,12,1,0,1,1,0,5178,0,45,28, >50K
26730,31,5,279680,1,10,1,9,1,1,0,0,0,45,28, <=50K
26731,84,5,188328,15,9,4,14,3,1,1,0,0,16,28, <=50K
26732,51,5,96609,1,10,1,13,1,1,0,0,0,40,28, <=50K
26733,24,6,84257,4,13,0,14,3,1,0,0,0,50,28, <=50K
26734,30,5,275632,15,9,1,3,1,1,0,0,0,45,28, <=50K
26735,22,5,385540,13,6,0,5,3,1,0,0,0,40,27, <=50K
26736,30,5,196342,11,14,0,14,3,1,0,0,0,40,9, <=50K
26737,47,5,97176,1,10,5,8,0,1,1,0,0,40,28, <=50K
26738,19,5,197714,15,9,0,0,5,1,1,0,0,35,28, <=50K
26739,43,1,147099,1,10,5,2,0,1,1,0,0,36,28, <=50K
26740,30,5,186346,4,13,0,8,3,1,1,0,0,50,28, <=50K
26741,46,5,73434,11,14,5,8,3,1,1,0,0,45,28, <=50K
26742,49,6,275074,4,13,1,14,1,1,0,0,0,60,28, <=50K
26743,37,5,209214,3,3,0,3,0,1,1,0,0,40,27, <=50K
26744,42,5,210525,11,14,0,8,3,1,0,0,0,40,28, <=50K
26745,57,5,372020,1,10,1,0,1,1,0,5013,0,50,28, <=50K
26746,46,5,176684,2,12,0,2,3,1,1,0,0,40,28, <=50K
26747,23,5,210474,1,10,0,5,5,1,1,0,0,20,28, <=50K
26748,26,5,293690,4,13,1,13,1,1,0,0,0,58,28, >50K
26749,64,5,149775,11,14,0,14,4,1,1,0,0,8,28, <=50K
26750,20,5,323009,15,9,0,2,0,1,1,0,0,40,0, <=50K
26751,31,5,126950,15,9,5,11,3,1,0,0,0,40,28, <=50K
26752,38,5,172538,4,13,1,7,1,1,0,0,1977,40,28, >50K
26753,44,5,115411,1,10,5,3,3,1,0,0,0,40,28, <=50K
26754,42,1,101709,6,11,1,13,1,3,0,2885,0,40,28, <=50K
26755,23,5,265356,4,13,0,8,0,1,0,0,0,40,28, <=50K
26756,31,6,192565,11,14,1,14,1,1,0,0,0,90,28, >50K
26757,35,1,348771,12,7,1,13,1,1,0,0,0,36,28, <=50K
26758,30,1,148959,1,10,5,13,3,1,0,0,0,35,28, <=50K
26759,35,5,126569,15,9,5,13,5,1,0,0,0,20,28, <=50K
26760,40,5,105936,15,9,3,2,5,1,1,0,0,38,28, <=50K
26761,18,5,188076,12,7,0,5,5,1,1,0,0,20,28, <=50K
26762,23,5,184400,13,6,0,11,5,3,0,0,0,30,36, <=50K
26763,63,5,124242,15,9,1,2,1,4,0,0,0,40,28, <=50K
26764,20,4,200819,15,9,0,11,5,1,0,0,0,40,28, <=50K
26765,50,6,100480,11,14,1,8,1,1,0,0,0,60,28, >50K
26766,49,5,129513,11,14,1,0,1,1,0,0,0,45,28, <=50K
26767,53,1,297796,13,6,1,12,1,1,0,0,0,40,28, <=50K
26768,34,5,195488,15,9,2,2,5,1,1,0,0,40,28, <=50K
26769,54,5,153486,15,9,5,11,3,1,0,0,0,56,28, >50K
26770,40,5,126845,1,10,1,2,1,1,0,0,0,40,28, >50K
26771,22,5,206974,4,13,0,0,3,1,1,0,0,40,28, <=50K
26772,28,5,412149,13,6,0,12,4,1,0,0,0,35,27, <=50K
26773,24,5,653574,15,9,0,13,5,1,0,0,0,40,29, <=50K
26774,37,5,70562,8,2,0,5,0,1,1,0,0,48,29, <=50K
26775,62,5,197514,15,9,1,0,2,1,1,0,0,16,28, <=50K
26776,19,3,309284,1,10,0,10,3,1,0,0,0,40,28, <=50K
26777,51,5,334679,6,11,4,14,0,3,1,0,0,40,28, <=50K
26778,65,5,105116,1,10,4,2,3,1,1,2346,0,40,28, <=50K
26779,31,5,151484,15,9,0,2,5,1,1,0,0,8,28, <=50K
26780,42,0,78765,1,10,5,8,0,1,0,0,0,90,28, >50K
26781,42,5,98427,15,9,1,5,2,4,1,0,0,35,28, <=50K
26782,54,5,230767,2,12,1,13,1,1,0,0,0,40,1, <=50K
26783,23,5,117606,4,13,0,8,5,1,1,0,0,60,28, <=50K
26784,28,5,68642,15,9,0,5,3,1,1,0,0,46,28, <=50K
26785,42,5,341638,12,7,5,13,3,1,0,0,0,40,28, <=50K
26786,30,5,65920,15,9,0,8,3,4,0,0,0,40,28, <=50K
26787,33,8,188246,15,9,1,13,1,1,0,0,0,40,28, <=50K
26788,33,5,198727,15,9,5,7,3,1,1,0,0,40,28, <=50K
26789,39,5,160728,15,9,5,3,0,1,0,2977,0,40,28, <=50K
26790,27,5,706026,12,7,1,9,1,1,0,0,0,40,28, <=50K
26791,20,3,348148,12,7,0,10,5,4,0,0,0,40,28, <=50K
26792,62,5,77884,3,3,1,12,1,3,0,0,0,40,38, <=50K
26793,17,5,160758,13,6,0,0,4,1,0,0,0,30,28, <=50K
26794,58,5,201112,1,10,5,2,3,4,1,0,0,55,28, >50K
26795,69,0,107850,11,14,1,8,1,1,0,6514,0,40,28, >50K
26796,34,5,230246,4,13,1,14,1,1,0,0,0,42,28, >50K
26797,34,5,203034,4,13,2,0,3,1,0,0,2824,50,28, >50K
26798,20,5,373935,15,9,0,9,5,1,0,0,0,35,28, <=50K
26799,64,8,341695,1,10,1,2,2,1,1,0,0,40,28, >50K
26800,27,5,119793,1,10,1,13,1,1,0,0,0,55,36, <=50K
26801,41,5,178002,15,9,1,2,2,1,1,0,0,40,28, >50K
26802,40,5,233130,0,4,1,13,1,1,0,0,0,40,29, <=50K
26803,53,6,192982,11,14,1,2,1,1,0,0,0,38,28, >50K
26804,44,5,33155,7,16,0,14,3,1,0,0,0,45,28, <=50K
26805,37,5,187346,3,3,0,2,4,1,1,0,0,40,27, <=50K
26806,46,5,78529,4,13,1,7,1,1,0,0,0,60,28, >50K
26807,17,5,101626,5,5,0,3,5,1,0,0,0,20,28, <=50K
26808,35,5,117567,15,9,5,13,3,1,0,0,0,40,28, <=50K
26809,36,6,110791,2,12,2,2,0,1,1,0,0,40,28, <=50K
26810,49,4,207120,15,9,1,9,1,1,0,0,0,40,28, >50K
26811,48,5,43206,10,15,5,14,0,1,1,0,0,25,28, <=50K
26812,26,5,120238,4,13,0,0,4,1,0,0,0,40,28, <=50K
26813,26,5,189219,2,12,0,2,3,1,1,0,0,8,28, <=50K
26814,35,4,190895,15,9,1,13,1,1,0,0,0,40,28, <=50K
26815,29,5,83517,5,5,0,3,3,1,0,0,0,40,28, <=50K
26816,54,5,35557,1,10,1,0,1,1,0,7298,0,50,28, >50K
26817,36,6,59313,1,10,2,2,5,4,0,0,0,40,28, <=50K
26818,25,5,202033,4,13,1,14,1,1,0,0,0,40,28, <=50K
26819,18,6,55658,13,6,0,5,5,1,0,0,0,25,28, <=50K
26820,21,5,118186,1,10,0,0,5,4,1,0,0,20,28, <=50K
26821,22,5,279901,15,9,1,5,5,4,0,0,0,40,28, <=50K
